Headline,label
Trump Demands Investigation Into Whether Clintons Gave Him Non-Registry Wedding Gift In 2005,1
Mom Guesses Dressbarn Closure Means She’ll Just Have To Go Shop With All The Sluts Over At Chico’s Now,1
Freedom-Wielding High Schooler Freedoms Down 16 Classmates In Latest Mass Freedoming,1
Wedding Experts Say Engagement Ring Should Cost At Least Three Diamond Miners’ Lives,1
Actor Who Portrayed The Night King Recalls Challenge Of Playing Character With No Purpose,1
Relationship Experts Still No Closer To Discovering What Scarlett Johansson Sees In Colin Jost,1
Adrenaline-Fueled Mother Lifts Heavy Child From Car,1
Cory Booker Tries To Relate To Rural Voters By Mangling Hand In Grain Auger,1
Man Has Extra Spring In His Step After Getting News That Classmate Moved Home And Stopped Pursuing Her Dream,1
Entire Southern Border Somehow On Fire 10 Minutes After Kushner Begins Tackling Immigration System,1
"Weary, Cynical Woman Knows Better Than To Bring Tomato Plant Into World Like This",1
Nation’s Math Professors Announce Plans To Continue Wearing Chinos With Running Shoes Indefinitely,1
Candidate With No Chance Of Winning Nomination Settles On Goal Of Crushing Hickenlooper Campaign,1
World Rejoices As Grumpy Cat And Her Shitty Attitude Dead Forever,1
Bleeding John Bolton Stumbles Into Capitol Building Claiming That Iran Shot Him,1
‘Game Of Thrones’ Showrunners Disappointed With How Quality Of Fans Has Dropped Off Over Past Couple Seasons,1
Excited Archaeologists Hit Mass Grave Jackpot,1
Friends Place Memorial On Section Of Six Flags Roller Coaster Track Where Guest Died,1
"BREAKING: Situation Worsens In Venezuela, Bolivia, U.S., Japan, Mexico, Iraq, Spain",1
Woman Walking Alone At Night Picks Up Pace After Spotting Truck Full Of Alabama Lawmakers Slowly Following Her,1
"Pfizer Denies Encouraging Drug Abuse By Packaging Fentanyl With Cooking Spoon, Lighter",1
‘New York Times’ Rehires Judith Miller To Cover Escalating Iran Tensions,1
Mike Gravel Can’t Believe His Polling Numbers Neck-And-Neck With Fucking Nobody Like Wayne Messam,1
Abused 12-Year-Old Alabama Girl Doesn’t Think She Can Handle Being A Mom On Top Of Everything Else,1
Aides Request John Bolton Please Stop Setting Fire To Middle East Tactical Map,1
Deutsche Bank Begins Removing Possessions From White House After Trump Defaults On Loan,1
New Poll Finds Millennials Far More Likely To Politically Identify As Feudalists Than Previous Generations,1
Trump Reassures Struggling Farmers He Has Never Seen One Of Them And Cannot Be Sure They Even Exist,1
Man Who’s Been In A Bunch Of Buildings Figures He’d Be A Pretty Good Architect,1
Rust Belt Town Protests Construction Of New Truck Stop That Would Obstruct Views Of State Penitentiary,1
ABC Producers Blasted For Controversial Selection Of Underage ‘Bachelorette’,1
Craftsman Confirms New Hammer Backwards-Compatible With Previous Generation Of Nails,1
Liberal Relieved He Never Has To Introspect Again After Assembling All The Correct Opinions,1
U.S. Fish And Wildlife Service Reintroduces Straw Hat-Wearing Boys To Old Fishin’ Holes,1
Turning Point USA Condemns UNLV Student For Filming Racist Video In Portrait Mode,1
National Weather Service Releases Composite Sketch Of Tornado It Believes Ravaged Midwest,1
Car Ride Devoted To Explaining What Things Will Be Different About Grandma This Visit,1
Alabama Cracks Down On Abortions By Outlawing All Medical Procedures,1
Harried Woman On Train Quickly Doing Plastic Surgery On Face Before Work,1
De Blasio PAC Spends $30 Million On Ads Urging Candidate Not To Embarrass Self By Running,1
Divorcing Parents Assure Anxious Kids That Dog Still Loves Them,1
YouTube Rushes To Shut Down School Shooter’s Account Over Copyright Complaints,1
"Agile, Dynamic Company Able To Respond To Any Challenge By Laying Off Half Of Staff",1
Georgia Governor Signs Bill Outlawing Abortion Except For Single 30-Second Window On Third Day Of Fourth Week Of Pregnancy,1
Jay Inslee Smashes Through Wall Of Town Hall In Solar-Powered Mech Suit To Announce Climate Change Plan,1
‘The Voice’ Amends Rules To Allow Votes From Those Who Aren’t White Landowning Males,1
Company Commits To Hiring More Bengal Tigers In Effort To Improve Office Biodiversity,1
New Education Program Inspires Economically Advantaged Youth To Express Themselves Through Funding The Arts,1
New ‘Call Of Duty’ Career Mode Lets Player Join Raytheon’s Board Of Directors After Military Service,1
"‘Voila,’ Yells Exhausted Lady Gaga During 149th Consecutive Costume Change As Met Visitors Gingerly Step Over Her",1
FDA Launches Food Awareness Month To Get Americans Interested In Eating,1
"Film Critics Captivated By Use Of One Long, Unbroken Take In Parent’s Recording Of Middle School ‘Guys And Dolls’ Production",1
Grandma Wants To Know If You’re Still Drawing,1
R.L. Stine Admits Every Book He’s Written Directly Dictated To Him By God,1
‘Game Of Thrones’ Fans Annoyed By Obvious Product Placement For Valyrian Steel,1
Diners Eating Impossible Burgers Doused With Beet Juice By Protesting Meat-Rights Activists,1
Stanford Students Admit It Was Pretty Obvious Billionaire’s Dog Didn’t Get In By Itself,1
Noncompete Clause In Lease Bars Tenants From Living Anywhere Else For 90 Days After Moving Out,1
"George Lucas Recalls Peter Mayhew Ad-Libbing Decision To Play Character As Nonverbal, Fur-Covered Monster",1
"Facebook Bans Thousands Of Snowboarders, Base Jumpers In Crackdown On ‘Dangerous’ Accounts",1
Report: What You Just Said Reminds Man Of Thing He’d Rather Talk About,1
Zoologists Thrilled After Successfully Getting Pair Of Bengal Tigers To 69 In Captivity,1
Facebook Bans Extremist Figures After Designating Them Dangerous To Its Public Reputation,1
K-Pop Group BTS Excited For First American Tour Since 1963 Appearance On ‘Ed Sullivan’,1
Taylor Swift Accused Of Ripping Off Beyoncé By Giving Birth To Twins As Part Of Billboard Music Awards Performance,1
William Barr Shows Up To Congress To Testify At 3 A.M. After Reading Email Wrong,1
"NHL Fans Claim Hockey Way More Fun If You There In Person, On Ice Playing Game",1
Trump Dismisses Concerns Over White House Chaos After Pack Of Feral Dogs Takes Over 4th West Wing Room,1
God Decides Against Killing Self After Angel Shows Him What Life Would Be Like If He Never Existed,1
RockStar Games Begins Imprisoning Programmers For ‘Red Dead Redemption 3’,1
Realtor Emphasizing Neighborhood’s Proximity To Much Nicer Neighborhood,1
Experts Praise Upcoming ‘Sonic’ Movie For Accurate Depiction Of Hedgehogs,1
"Walgreens Unveils New Line Of Shrink-Wrapped Sandwiches To Grab When Something Has Gone Horribly, Horribly Wrong",1
Unbeatable ‘Jeopardy!’ Champ Says Key To Success Is Threatening Other Contestants With Nail-Studded Baseball Bat During Commercials,1
Trump Resigns From Presidents Local 150 In Protest Of Unions,1
Shitty Region Of Country Figures It Might As Well Give Producing Wine A Shot,1
‘New York Times’ Apologizes For Running Anti-Semitic Comic Strip ‘Shylock The Shyster’ For Past 37 Years,1
‘Game Of Thrones’ Actors Reveal Reading Script For Zombie Battle And Realizing They Wasted Careers,1
Hollywood Analysts Still Not Sure How ‘Saving Silverman’ Broke Box Office Records Last Weekend,1
Elderly Mother At That Age Where Even Just One Fall Over Niagara Could Be Fatal,1
Panic Rapidly Setting In As Man Realizes He Has No Plan For Ripe Avocado,1
Facebook Users Morbidly Curious What Site Going To Do With Their Personal Data To Recoup $5 Billion Fine,1
"Prison Returns Bag Of Semi-Automatic Guns, Hit List To Coast Guard Terror Suspect At Release",1
David Bernhardt Denies Business Interests Influenced Yellowstone’s Name Change To Frito Lay Presents Doritos Flamin’ Hot Nacho National Park,1
Elderly Man Feeling Useless In Retirement Wishes He Could Go Back To Feeling Useless At Work,1
Field Museum Officials Announce Long-Awaited Pregnancy Of Prized T-Rex,1
Tesla Posts Massive First Quarter Loss After Self-Driving Car Absconds With $702 Million In Cash,1
Man Always Sleeps With Bat Beside Bed Just In Case Any Major League Pitchers Try To Break In,1
Local Teen Invents Masturbation,1
Sanders Supporters Viciously Attack Bernie Sanders After He Criticizes Mistakes Of 2016 Sanders Campaign,1
CDC Warns Once-Eradicated Jitterbug Spreading Across Country At Rate Not Seen Since 1940s,1
John Boehner Beheads Juarez Cartel Member Who Dared Muscle In On His Legal Weed Turf,1
Diplomatic Pete Buttigieg Quickly Changes Subject From Politics At Town Hall To Avoid Arguments,1
Self-Conscious Man Clearly The Only One In Japanese Restaurant Unsure How To Use Water Glass,1
Environmentalists Warn Swedish Fish Population Being Decimated By Great Pacific Sour Patch,1
Woman Could Listen To British Guy Scream For Help All Day,1
Horrified Authorities Discover One-Day-Old Funnel Cake Abandoned In Dumpster,1
Boss Encourages Employees To Take Short Mental Breakdowns For Every Hour Of Work,1
Town Hall Audience Gives Amy Klobuchar Standing Ovation As She Lifts Chris Cuomo Up By Throat,1
Pete Buttigieg Releases Comprehensive List Of Fun Personality Quirks To Include In Articles About Him,1
Man Wearing Cobra Command Shirt Missed The Whole Point Of ‘G.I. Joe’,1
Unclear If Store Called ‘Casa Spazio’ Sells Leather Sofas Or Pizzas,1
Random Uncle’s Wife Crying A Bunch Throughout Grandma’s Funeral,1
"Border Patrol Authorities, Militia In Tense Standoff Over Claim To Detain Migrant Family They Caught At Same Time",1
Panicked Man Completely Out Of Things To Talk About 5 Minutes Into Marriage,1
Emmanuel Macron Not Sure How To Tell Billionaires Notre Dame Repair Only Costs $200,1
Depressed Gallup Director Issues Poll Asking Whether Anyone Would Care Whether He Lives Or Dies,1
Computer Scientists Say AI’s Underdeveloped Ethics Have Yet To Move Beyond Libertarian Phase,1
"Unemployed Prince Harry, Meghan Markle Announce Plans To Give Baby Up For Adoption",1
Defiant Sarah Huckabee Sanders Claims She Doesn’t Know Where Voice Comes From When She Opens Mouth,1
Nation Spooked After Running Into Creepy Old Night Watchman,1
Venmo Rolls Out Feature Allowing Users To Send Goons To Collect Payment,1
China Discontinues State Surveillance Program After Finally Finding Guy Who Drove Into Xi Jinping’s Mailbox,1
‘Boating World Magazine’ Giving Live Updates As Its Team Of Reporters Reads All Of Mueller Report,1
Report: You’re Far Too Dumb To Be Reading The Mueller Report Yourself,1
North Korea Tests Out New Knife In Smaller Escalation Of Threats To U.S.,1
Barr Releases Catatonic Mueller After Removing All Sensitive Material From Special Counsel’s Brain,1
Report: There An Adult Superstore Off Exit 16,1
"Beyond Meat Researchers Announce Creation Of Fully Conscious, Plant-Based Veal Calf",1
Pete Buttigieg Stuns Campaign Crowd By Speaking To Manufacturing Robots In Fluent Binary,1
Investigators Trace Cause Of Notre Dame Fire To Cathedral’s Outdated 12th-Century Electrical System,1
Sony Scores Big Win For PlayStation 5 After Poaching Yoshi From Nintendo With 10-Year $400 Million Contract,1
Cinnabon Defends $800 Million Contract To Manufacture Pastries For Saudi Arabia,1
Paul Manafort Starts New Job Lobbying Prison Guards On Behalf Of Aryan Brotherhood,1
Soaring Gas Prices Forcing More Americans To Drink Less Gas,1
Paris Vows To Rebuild Notre Dame Despite Cosmic Absurdity Of Seeking Inherent Meaning In Fleeting Creations Of Man,1
Breaking: Mom Dropped Like 80 Bucks On Some Necklace With An Owl On It At The Art Fair,1
Priest Cursed With Incredible Penis,1
Porn Video With Unfamiliar Acronym In Title Deemed Too Risky To Click On,1
Suspicious New WikiLeaks Document Dump Exposes How Awesome And Trustworthy U.S. Government Is,1
Jesus Christ Pushes Past Firefighter Into Burning Notre Dame To Save Beloved Relic,1
‘Us Weekly’ Wins Pulitzer For Outstanding Achievement In Photoshopping A Rip Between Divorced Celebrity Couple,1
Child Promised He Can Go Right Back To Video Game After Giving Dying Grandfather One Last Hug,1
Ilhan Omar Disrespectfully Refers To America As ‘A Place’,1
Crestfallen ‘Game Of Thrones’ Fans Starting To Realize Series Never Going To Show Dragons Fucking,1
Neighbor Oblivious To Fact She Being Groomed For Cat-Sitting,1
Lockheed Martin Executive Fondly Recalls Humble Beginning Dealing Arms Out Of Back Of Chrysler LeBaron,1
Nation Admits They Only Care About Freedom Of Speech For Imparting Information About ‘Star Wars’ Shit,1
Media Condemns Julian Assange For Reckless Exposure Of How They Could Be Spending Their Time,1
Benefits Of Open Office Not Extended To CEO,1
"William Barr Agrees To Release Nonverbal, Abstract Visual Representation Of Mueller Report",1
Judge Sentences Lori Loughlin To 100 Hours Of Community Theater,1
New Report Finds Amazon May Be Listening To You Through Hardcover Copies Of Michelle Obama’s ‘Becoming’,1
Christian Bale Loses 40 Years For Upcoming Movie Role,1
Ecuadorian Embassy Runs Ad Seeking ‘No Drama’ Tenant For Newly Vacant Room,1
"Lightning Bolt Blasts Washington Monument As Mike Pence, Pete Buttigieg Locked In Battle Of Prayers On National Mall",1
Cackling Julian Assange Disintegrates Into Lines Of Code As Baffled Authorities Attempt To Handcuff Him,1
"Bird Reflects On Frailty, Impermanence Of Life After Finding Dead Human On Sidewalk",1
Mario Batali Reduced To Selling Bowl Of Ravioli On Craigslist,1
NRA Criticizes Video Game Makers For Downplaying Portrayal Of Euphoric Rush Felt Watching Light Leave Enemy’s Eyes,1
Majority Of Americans Voice Support For Bernie Sanders After Learning He’s A Millionaire,1
Family Of Congressman Glad He Finally Found Outlet For His Racism,1
Report: Most Americans Have Fewer Than 5 Hobbies Saved For Retirement,1
Netanyahu Vows To Clog The Rivers With Skulls Of His Enemies In Last-Minute Push To Win Over Undecided Voters,1
Confused Zoo Officials Awkwardly Celebrate After Endangered Panda Gives Birth To Healthy Northern White Rhino,1
Activists Petition Cupcake Kingdom To Address Adorable Housing Crisis,1
Trump Vows Extensive Search To Find New DHS Director With Ideal Personality Disorders,1
Kirstjen Nielsen Reminds Herself She A Private Citizen Now After Instinctively Detaining Mexican Child On The Street,1
"Telemundo Continues Winning Streak With Incomparable Lineup Of High-Quality Scripted Programs, Award-Winning Journalism",1
Homeland Security Criticized For Allowing Known Killer To Stay In Country,1
ISIS Adds Few Violent White Supremacists In Bid To Get U.S. To Rescind Terrorist Designation,1
Study Finds They Just Don’t Make ’Em Like Ginger Rogers Anymore,1
"Aunt Somehow Got Married, Divorced Twice Since Last Time Nephew Saw Her",1
Tom Izzo Calls 2019 Spartans Best Team He’s Ever Threatened With Violence,1
Shocked ‘Our Planet’ Viewers Watch As David Attenborough Enters Scene To Break Neck Of Starving Polar Bear,1
Family Respects Grandmother’s Wishes To Have Open-Bloused Funeral,1
Doctor Informs Woman He’s Overweight,1
Paramount Executive Snaps Up Script That Begins With Studio Logo Fading Into Establishing Shot Of Actual Mountain,1
New ‘Game Of Thrones’ Trailer Provides Sneak Peek At Show’s Climactic All-Cast Dance Number,1
Mama Duck Doesn’t Recall Asking For Injured Baby To Be Rescued From Road,1
White House Says Mueller Report Must Be Kept Private Because It’s So Exonerating It Would Drive Public Mad,1
"Hare Krishnas: ‘Hare Krishna, Hare Krishna, Krishna Krishna, Hare Hare’",1
Mar-A-Lago Staff Apologizes For Letting In Guest They Just Assumed Was High-Powered Lobbyist Trying To Buy Influence,1
"Rolex Unveils New Diving Cuckoo Clock Capable Of Working Up To 3,000 Meters Underwater",1
Chicken’s Eyes Catch First-Ever Glint Of Sunlight Through Crack In Warehouse Ceiling Just Before Head Sliced Off,1
‘What’s All This I’m Hearing About People Getting Security Clearances?’ Asks Confused Mike Pompeo To White House Staff Avoiding Eye Contact,1
Tucker Carlson Challenges Alexandria Ocasio-Cortez To A Date,1
Santa Anita Racetrack Officials Award First Place To Jockey Who Dragged Dead Horse 30 Yards Over Finish Line,1
Increasingly Cocky Bernie Sanders Announces He Won’t Take Donations Over 27 Cents,1
Scientists Announce Discovery Of Dry Ice On Mars Means Planet May One Day Be Suitable For Halloween Party,1
Report: Keep Reading And Nobody Gets Hurt,1
"Breaking: Fuck, Fuck, Fuck, This Got Out Of Hand",1
Report: You’re Gonna Read This Page Right Fucking Now Or It’ll Be The Last Goddamn Thing You Ever Do,1
Report: It Would Be A Real Shame If Something Were To Happen To You,1
Report: Keep Reading And Nobody Gets Hurt,1
Brett Kavanaugh Reiterates Cruel And Unusual Punishment What Makes Someone A True Kappa,1
Mueller Kinda Miffed That Barr Clearly Didn’t Read His Stuff Like He Said He Would,1
Purdue Pharma Reports Opioid Deaths Falling Short Of Quarterly Goals,1
Conservation Program Helps Struggling Rhinos Adapt To Modern Ecosystem By Retraining Them As Urban Scavengers,1
Bin Laden Vineyard Falling Into Disrepair,1
Goose Thinking Of Migrating Home A Couple Weeks Early To Avoid The Crowds,1
Self-Actualized Historians Urge Nation Not To Get Hung Up On The Past,1
Man Entering Fog Of Insanity Asked If This His First Time At Dave & Buster’s,1
God Admits Heaven Was Way Cooler In The ’70s,1
Family Members Locked In Heated Bidding War To Convince Cat To Sleep In Their Bed,1
Military Recruiter Fondly Recalls When He Was Just A Naïve Kid Being Coaxed Into Making Binding 8-Year Commitment To Fill Quota,1
Trump Boys Defend Sending Saudi Arabia Plans For Cool Missile On Personal Etch A Sketch,1
Bend In Road Not Sharp Enough To Merit So Many Roadside Memorials,1
ISIS Fighter Dreading Smug Looks From Hometown Friends Who Told Him Caliphate Sounded Like Dumb Idea,1
EPA Reveals 37% Of Water Waste Nationwide Caused By Husky Kids Doing Cannonball Into Country Club Pool,1
Embarrassed Comcast CEO Just Tells People He Does Digital Media Stuff,1
Liberal Feels Like Idiot For Placing Entirety Of Hopes On Mueller Probe Instead Of New York Prosecutors’ Investigation,1
U.S. Army Now Just Chasing Single Remaining ISIS Soldier Around Ruins Of Syrian Village,1
National Friends Alliance Vigorously Defends Right To Have Great Time Palling Around With Buddies,1
Shocked Vladimir Putin Slowly Realizing He Didn’t Conspire With Trump Campaign,1
Doctor Alarmed By How Little Time Family Needed To Decide To Pull Plug On Grandfather,1
Compassionate Trump Issues Full Presidential Pardon For Robert Mueller,1
Man Who Spent Last 2 Years Drawing Pictures Of Trump And Putin Making Out Beginning To Realize Just How Wrong He’s Been,1
William Barr Declares Mueller Investigation Fully Exonerates Members Of Reagan Administration From Iran-Contra Involvement,1
Lazy Man Waiting For Spark Of Inspiration To Finally Get Started On Masturbating,1
‘Apex Legends’ Players Finally Getting Good Enough To Make Game Impossible For Average People To Enjoy,1
Serta Wholesaler Lets Customers Cut Their Own Length Of Mattress,1
Study Reveals That Girls Who Play Princess Grow Up With Skewed Perceptions Of The Role Of Modern Monarchy In A Democratic Society,1
MTA Unveils New Designated Seating For Commuters Who Look Like They’re About To Snap,1
Trump Ramps Up Attacks On John McCain By Dragging Senator’s Exhumed Corpse Behind Motorcade,1
Experts Caution New Car Loses 90% Of Value As Soon As You Drive It Off Cliff,1
"Coachella Unveils Premium VIP Areas Where Fans Will Be Able To See, Hear Bands",1
None Of Mom’s Clothes Can Be Cleaned Using Washing Machine,1
Devin Nunes Threatens Defamation Lawsuit After Reputation Ruined By His Official Twitter Account,1
"Son Needs Costume, 30 Individually Wrapped Treats Tomorrow Morning For Some School Celebration",1
"Literary Historians Uncover Collection Of Breezy, Upbeat Edgar Allan Poe Writings Penned After Author Took Up Jogging",1
Historians Uncover Lost Socrates Dialogues Where He Just Gave Up And Started Screaming That Opponent A Fucking Brainwashed Shill,1
Scotland Yard Frees 163-Year-Old British Man After DNA Evidence Clears Him Of Being Jack The Ripper,1
Disney Rehires Director James Gunn As Part Of Company-Wide Push Towards Embracing Pedophilia,1
Facebook: ‘Identifying Hate Speech Is Difficult Because Some Posts Actually Make Pretty Interesting Points’,1
Grossed-Out Anti-Abortion Activist Has Change Of Heart After Seeing Picture Of Fetus For First Time,1
"Scientists Discover Dangerous Link Between Book Learnin’, Back Talk",1
Man Wasting His Life Playing Video Games When There Whole World Of Other Screens Out There,1
Trump Vows To Bring Back Ohio Town’s White Castle,1
KC Masterpiece CEO Warns Against Society’s Increasing Reliance On A1,1
God Really Dreading Visit From Older Brother Who Made Much More Successful Cosmos,1
Thousands Of Students Forced To Attend Iowa State After University Sets Acceptance Rate To 140%,1
Report: More Women Forgoing Taking Their Husbands’ Names In Favor Of Something Badass Like Diesel,1
Woman’s Solo Hiking Trip Shockingly Doesn’t Have To Do With Inner Journey Or Anything,1
Overwhelmed New Grandparents Finally Feeling What It Like To Love A Child,1
Beto O’Rourke Announces He Starting Obama Cover Campaign,1
"2020 Presidential Candidate Pete Buttigieg Announces Bold Plan For 2,500-Mile Intercontinental Riverwalk",1
Rahm Emanuel Breaks Ground On New Jason Van Dyke Police Academy,1
Dog Feels Like He Always Has To Be ‘On’ Around Family,1
Piece Of Shit Whom Everybody Hates Assures Himself It All In His Head,1
Responsible Gym Member Makes Sure To Wipe Down Personal Trainer After Workout,1
"‘C’mon, C’mon,’ Says Matt Damon Desperately Searching For Own Name On List Of IMDB User Dolphinsoul60’s Top 100 Actors",1
Tennis Instructor Mentoring Young Player Sees Potential In Parents’ Income,1
Religious Conservatives Argue Adam And Eve Would Never Have Been Banished From Eden If They’d Had Guns,1
Report: Just Go Ahead And Tell Yourself Bribery Is The Only Reason You Didn’t Get Into Columbia,1
Unsettling Study Finds Second Cousins Technically Fair Game,1
Husband Buys Wife Tickets To See Singer She Wants To Fuck,1
USC Insists Lori Loughlin’s Daughter Was Admitted Solely Based On Socioeconomic Background,1
Nation’s Flag Nerds Anxiously Watching D.C. Statehood Push,1
New Iowa Poll Finds Majority Of Democrats Would Vote For Candidate Named ‘Bobby Cheeseburger’,1
Trump Complains About Overly Complicated Controls Needed To Operate Modern-Day Doors,1
Butterfly Under Immense Pressure Not To Fuck Up Timeline With Misplaced Wing Flap,1
Man Playing ‘Battlefield V’ Has Now Spent More Of Life Fighting Nazis Than Grandfather Did,1
Tucker Carlson Spends Entire Show Screaming Over Child Bride He Invited On To Debate Him,1
"Dress That Would Have Forever Altered Course Of Woman’s Life Patted, Placed Back On Rack",1
‘New York Times’ Corrects Story By Admitting They Burned Venezuela Aid Convoy,1
CBS Sitcoms Under Fire For Using Prison Laughter,1
Scholars Say Constitution Is Open To Differing Interpretations Because Nobody Can Read That Crazy Script ,1
Recovering Alcoholic Pissed He Hit Rock Bottom Before Craft Beer Boom,1
Bored Iowa Town Trying To Convince Kirsten Gillibrand It Local Tradition To Eat Live Tarantula,1
Limited-Edition Russet Potato Comes With Certificate Of Authenticity,1
‘The Bachelor’ Accused Of Leveraging His Power As A Reality TV Star To Lure 30 Women To California Mansion ,1
Baby Feels Foolish After Realizing Stranger Waving At Toddler Next Seat Over,1
Scientists Genetically Engineer Lab Rat Predisposed To Think Anything Wrong With It Might Be Cancer,1
Woman Nervous For Boyfriend To Meet Person She Becomes Around Parents,1
Scientists Pinpoint Part Of Brain All Your Hair Grows Out Of ,1
"Tabloid Reveals Pete Davidson, Kate Beckinsale Only Dating As PR Stunt To Promote New York Rangers",1
Michael Jackson Estate Questions Why Accusers Only Coming Forward Steadily Since Early 1990s,1
Man In Rental Car Spends 20 Minutes Trying To Find Steering Wheel,1
Pantone Intern Starstruck After Meeting Designer Behind Sand Dollar 13-1106,1
"Demonic Spirit Claws Way Out Of Hell To Flicker Lights, Throw Some Silverware Around",1
Steven Spielberg Criticizes Netflix For Ruining Golden Age Of Pandering Big-Budget Corporate Films,1
John Hickenlooper Announces Support For Nuking Australia Just To See If Anyone Paying Attention,1
‘Game Of Thrones’ Creators Frantically Re-Shoot Finale To Make Peter Dinklage Death Seem Intentional,1
"Divorced Man Doesn’t Even Recognize Smiling, Happy Family In Photo That Came With Frame",1
Woman Adopts Second Cat For First One To Terrorize While She At Work,1
God Purges Millions Of Souls From Heaven Now That Sexual Assault Being Taken More Seriously,1
Sexist Media Keeps Only Referring To Woman As ‘Bride Of ISIS Soldier’,1
Grandmother Really Starting To Get The Hang Of Dying,1
New Parents Disgusted To Learn They Had Type Of Baby That Shits,1
Painted-Over Spot On Public Bathroom Wall Must Conceal Some Really Fucked-Up Graffiti,1
Lady Gaga Quashes Rumors That She Ever Thought Bradley Cooper Talented In Any Way,1
Michael Jackson Estate Releases New Documentary Alleging King Of Pop Gets Lifetime Pass For ‘Thriller’,1
Ecologists Urge Birds To Avert Global Decline Of Insects By Adopting Seed-Based Diet,1
Party Guest Figures Bedroom Dresser Probably Where Host Wants Everyone To Leave Empty Cans,1
NASA Frantically Announces Mission To Earth’s Core After Accidentally Launching Rocket Upside Down,1
25-Year-Old Man No Longer Impressed By Mewtwo,1
Kim Jong-Un Panics After Returning To North Korea To Find Country’s Populace Has Escaped,1
Offended Mark Meadows Reminds Colleagues He Never Once Complained About Capitol’s Integrated Drinking Fountains,1
Jim Jordan Spends Hearing Demanding Michael Cohen Accept Blame For Covering Up Sexual Abuse Of Ohio State Wrestlers,1
Engineers Still Unable To Produce Styrofoam Cup Without Little Center Nub Sticking Out From Bottom,1
House Votes Against Trump’s National Emergency On Grounds That Only Congress Allowed To Misappropriate Funds,1
Mueller Gives Up Trying To Get Report Published After Receiving 19th Literary Agent Rejection,1
Poor Attendance At Intervention A Real Wake-Up Call,1
Teen’s Natural Drive To Murder Sexual Rivals Successfully Channeled Into ‘Super Smash Bros.’ Victory,1
Trump Solemnly Lays Wreath At Site Where He Would Have Died During Vietnam War If He Weren’t Rich,1
Man Starting To Think Only Reason People Hanging Out With Him Because They All On Same Jury,1
Catholic Church Brings In New Perspective On Solving Abuse Scandal With Appointment Of Toddler Bishop,1
White House Convenes Panel Of Scientists To Make Case That Trump Capable Of Crushing Train With Bare Hands ,1
"Man Worried He Stuck In Endless Cycle Of Drinking, Partying, And Having Good Time",1
Mom Decides Enough Time Has Passed To Lose Touch With Paramedic Who Saved Son’s Life,1
"Mike Pence Criticizes Venezuela’s Use Of Torture, Starvation On Non-Homosexual Citizens",1
Netanyahu Defends New Alliance With Israel’s Far-Right Aryan Supremacy Party,1
Nation Still Outraged 1933 Best Picture Went To ‘Cavalcade’ Instead Of ‘Lady For A Day’,1
So-Called ‘Atheist’ Doesn’t Even Barge Into Churches Screaming ‘You’re All Brainwashed Fools’,1
"Sweating, Exhausted Christian Bale Stumbles Past 13-Mile Marker On Oscars Red Carpet",1
"‘T. Rex May Be Smaller Than Previously Thought,’ Report 50-Foot-Tall Researchers",1
Chicago Police Credit Their Extensive Experience Falsifying Evidence For Helping Solve Smollett Case,1
Teen On Verge Of Either Joining ISIS Or Getting Super Into Rollerblading,1
"Trump Demands William Barr Prove Loyalty By Putting Gun In Mouth, Pulling Trigger",1
Stock Market Soars After Investors Decide That Would Be Fun Thing To Make Happen Today,1
Spanx Introduces New Line Of Smoke Bombs For Concealing Unwanted Bumps And Bulges,1
Unclear Why Stagehand Wrote Heartfelt Little Notes To Everyone In Cast,1
Sweating CornNuts VP Stammers Way Through Pitch For ‘Nutsarito’ At Taco Bell,1
Pope Francis Offers Molested Kids 10% Off At Vatican City Gift Shop,1
Dog Can’t Believe Owner Left On Fucking MSNBC To Keep It Company While She At Work,1
The White House's Attempt To Explain Trump's Tiny Rally Turnout Is As Nonsensical As You'd Expect,0
Before Covid-19 This Was Going To Be My First Black Pride,0
Just Spit Into A Pot For New Coronavirus Test That Could Replace Throat Swab,0
Reading Park Terror Suspect 'Came To The Attention Of MI5 Last Year',0
Campaigners Blast Police As Black Driver Is Pulled Over On Suspicion Of Using Vaseline To Smuggle Drugs,0
Manchester Shooting: Double Murder Inquiry Launched As Second Victim Dies,0
"1 Dead, 11 Injured In Minneapolis Shooting",0
"Reading Stabbing Attack Declared A Terrorist Incident, Police Say",0
Law Graduate Pursues Private Prosecution Of 'Arrogant' Dominic Cummings,0
Trump Uses Racist Terms 'Kung Flu' And 'Chinese Virus' To Describe Covid-19,0
Reading Stabbing Attack: Everything We Know So Far,0
Three People Killed In Reading Knife Attack,0
Anti-Racism Protesters March In UK Cities For Fourth Consecutive Week,0
"UK Records 128 More Coronavirus Deaths In 24 Hours, Bringing Total To 42,589",0
Third Victim Of Reading Terror Attack Named As David Wails,0
Watch Live: Matt Hancock Leads Daily Coronavirus Briefing,0
"Covid-19 Will Rage 'Like A Forest Fire' In Unprepared America, Top Doc Warns",0
UK Records 15 More Coronavirus Deaths In 24 Hours – Lowest Total Since Mid-March,0
Windrush Compensation Scheme Is Traumatising Victims All Over Again,0
Europe Eases Lockdown – But The Coronavirus Pandemic Is Still Getting Worse Globally,0
Second Victim Of Reading Terror Attack Named By Family And Friends As Joe Ritchie-Bennett,0
Zoomers Boast They Sabotaged Trump Rally Turnout With Fake Reservations,0
